first_name,middle_name,last_name,label,scopus_id
KULDEEP,,SHASTRI,"Shastri, Kuldeep",7003595449
STEVE,,SHAVELL,"Shavell, Steven",6603769823
ANDREW,,SHAW,"Shaw, Brian Andrew",24322601200
KATHRYN,,SHAW,"Shaw, Kathryn L.",7202206335
PAMELA,ERICKSON,SHAW,"Erickson Shaw, Pamela",6504724478
WAYNE,,SHAW,"Shaw, Wayne H.",7202633037
WAYNE,H,SHAW,"Shaw, Wayne H.",7202633037
HANY,,SHAWKY,"Shawky, Hany A.",6603004003
HANY,A,SHAWKY,"Shawky, Hany A.",6603004003
G,,SHEA,"Shea, Gary S.",16431591600
GARY,,SHEA,"Shea, Gary S.",16431591600
JOHN,,SHEA,"Shea, John",55417553200
PAUL,,SHEARD,"Sheard, Paul",24299920300
RON,,SHEARER,"Shearer, Ronald A.",7007055194
DENNIS,,SHECHAN,DENNIS SHECHAN,
ELIZABETH,,SHEEDY,"Sheedy, Elizabeth A.",23502534200
KEVIN,,SHEEDY,"Sheedy, Kevin D.",36521730000
DENNIS,,SHEEHAN,"Sheehan, Dennis P.",7101617236
DENNIS,P,SHEEHAN,"Sheehan, Dennis P.",7101617236
RICH,,SHEEHAN,"Sheehan, Richard G.",36791601000
RICHARD,,SHEEHAN,"Sheehan, Richard G.",36791601000
JEFFREY,,SHEEN,"Sheen, Jeffrey R.",7004999770
D,NATHAN,SHEETS,"Sheets, Nathan",17342909600
NATHAN,,SHEETS,"Sheets, Nathan",17342909600
HERSH,,SHEFFRIN,"Shefrin, Hersh M.",24371065700
STEVE,,SHEFFRIN,STEVE SHEFFRIN,
KURT,,SHEFHARI,KURT SHEFHARI,
HERSH,,SHEFRIN,"Shefrin, Hersh M.",24371065700
HIRSCH,,SHEFRIN,"Shefrin, Hersh M.",24371065700
CHOUDHRY,TANVEER,SHEHZAD,"Shehzad, Choudhry Tanveer",34868595600
AAMER,,SHEIKH,"Sheikh, Aamer",55335193700
CHANDER,,SHEKHAR,"Shekhar, Chander",23089485500
G,,SHELDON,"Sheldon, George M.",7006362651
GEORGE,,SHELDON,"Sheldon, George M.",7006362651
KARL,,SHELL,"Shell, Karl",6701455549
STEVE,,SHELLANS,STEVE SHELLANS,
DAVID,,SHELTON,"Shelton, David",55446357100
TERRY,,SHELVIN,TERRI SHELVIN,
DMITRI,,SHEMETILO,DMITRI SHEMETILO,
TERRI,,SHEMWELL,TERRI SHEMWELL,
CHUNG-HUA,,SHEN,"Shen, Chunghua",7402860192
FRED,,SHEN,"Shen, Frederick C.",7201583313
FREDERICK,C,SHEN,"Shen, Frederick C.",7201583313
HONGBO,,SHEN,"Shen, Hongbo",55186615400
PU,,SHEN,"Shen, Pu",15768062800
QI,,SHEN,QI SHEN,
QIAN,,SHEN,"Shen, Qian",8232486600
YUQING,,SHEN,"Shen, Yu Qing (Jeff)",15833165300
YUQING,(JEFF),SHEN,"Shen, Yu Qing (Jeff)",15833165300
MARK,,SHENKMAN,MARK SHENKMAN,
CATHERINE,,SHENOY,"Shenoy, Catherine",6602179767
JAIDEEP,,SHENOY,"Shenoy, Jaideep",36953367300
ANDREA,,SHEPARD,"Shepard, Andrea",7005716658
NEIL,,SHEPHARD,"Shephard, Neil G.",55965907100
KEVIN,,SHEPPARD,"Sheppard, Kevin",15045700700
MICHAEL,,SHER,MICHAEL SHER,
MIKE,,SHER,MICHAEL SHER,
NIAMH,,SHERIDAN,"Sheridan, Niamh",6701749838
DARREN,,SHERKAT,"Sherkat, Darren E.",6604024305
SHANE,,SHERLUND,"Sherlund, Shane M.",12805997700
ANN,,SHERMAN,"Sherman, Ann Guenther",7201763929
ANN,E,SHERMAN,"Sherman, Ann Guenther",7201763929
EYTAN,,SHESHINSKI,"Sheshinski, Eytan",6506127702
VICTORIA,,SHESTALOVA,"Shestalova, Victoria V.",6506533470
ANDREI,,SHEVCHENKO,"Shevchenko, Andrei",7201468313
TERRY,,SHEVLIN,"Shevlin, Terry J.",6601990549
PHIL,,SHEWRING,PHIL SHEWRING,
CAROLINE,,SHI,CAROLINE SHI,
CHARLES,,SHI,"Shi, Charles",8266360300
HAINA,,SHI,"Shi, Haina",55154092200
JIAN,,SHI,"Shi, Jian",55491820000
JING,,SHI,"Shi, Jing",55491814800
KANG,,SHI,"Shi, Kang",35917538200
LAN,,SHI,"Shi, Lan",36237833400
MIN,,SHI,"Shi, Min",36742373700
QI,,SHI,"Shi, Qi",36894731100
SHOUYONG,,SHI,"Shi, Shouyong",7402200753
XIAOJUN,,SHI,"Shi, Xiaojun",55809726500
YILUN,,SHI,"Shi, Yilun",56287333900
CHRISTOS,,SHIAMPTANIS,"Shiamptanis, Christos",31767703900
AKIHISA,,SHIBATA,"Shibata, Akihisa",7201740767
LYNN,,SHIBUT,"Shibut, Lynn",57218366453
FU-SHUEN,,SHIE,"Shie, Fushuen",35096896000
DAVID,,SHIELDS,"Shields, David",24296272600
KALVINDER,,SHIELDS,"Shields, Kalvinder K.",7005475552
OSAMU,,SHIGETA,OSAMU SHIGETA,
AIMEE,,SHIH,"Shih, Aimee",37028875600
MICHAEL,,SHIH,"Shih, Michael",7202144817
PAI-TA,,SHIH,"Shih, Paita",16242683600
YOSHIAKI,,SHIKANO,YOSHIAKI SHIKANO,
BOB,,SHILLER,"Shiller, Robert J.",6701603939
R,,SHILLER,"Shiller, Robert J.",6701603939
ROBERT,,SHILLER,"Shiller, Robert J.",6701603939
ROBERT,J,SHILLER,"Shiller, Robert J.",6701603939
JIM,,SHILLING,"Shilling, James D.",7006027087
NITZAN,,SHILON,"Shilon, Nitzan",56786282000
ILHYOCK,,SHIM,"Shim, Ilhyock",23020060300
JEUNGBO,,SHIM,"Shim, Jeungbo",35957407600
JUNGWOOK,,SHIM,"Shim, Jungwook",36338128800
ROB,,SHIMER,"Shimer, Robert L.",6603314839
ROBERT,,SHIMER,"Shimer, Robert L.",6603314839
JUNKO,,SHIMIZU,"Shimizu, Junko",9338276000
KATSUTOSHI,,SHIMIZU,"Shimizu, Katsutoshi",55460121300
YOSHINORI,,SHIMIZU,"Shimizu, Yoshinori",35381344500
SATOSHI,,SHIMIZUTANI,"Shimizutani, Satoshi",14523753500
DAVID,,SHIMKO,"Shimko, David C.",57153015400
KOJI,,SHIMOMURA,"Shimomura, Koji",36919198000
KATSUMI,,SHIMOTSU,"Shimotsu, Katsumi",8882748900
GHWAN,,SHIN,"Shin, Geunhwan",7005722639
HAN,,SHIN,"Shin, Hyun Song",7404012037
HYUN,,SHIN,"Shin, Hyun Song",7404012037
HYUN,SONG,SHIN,"Shin, Hyun Song",7404012037
HYUN-HAN,,SHIN,"Shin, Hyun-han",36837565100
JUNG,S,SHIN,JUNG S SHIN,
KWANHO,,SHIN,"Shin, Kwanho",7402410731
YOON,S,SHIN,"Shin, Yoon S.",7402816659
HISAYOSHI,,SHINDO,HISAYOSHI SHINDO,
KAZUHIKO,,SHINKI,"Shinki, Kazuhiko",24512603200
MOTOTSUGO,,SHINTANI,"Shintani, Mototsugu",7005598866
MOTOTSUGU,,SHINTANI,"Shintani, Mototsugu",7005598866
ETSURO,,SHIOJI,"Shioji, Etsuro",15077297000
HIROSHI,,SHIRAKAWA,"Shirakawa, Hiroshi",25030450700
MASAAKI,,SHIRAKAWA,"Shirakawa, Masaaki",36683101200
SHIGENORI,,SHIRATSUKA,"Shiratsuka, Shigenori",7801641937
MARY,,SHIRLEY,"Shirley, Mary M.",7004646911
MARY,M,SHIRLEY,"Shirley, Mary M.",7004646911
ALBERT,,SHIRYAEV,"Shiryaev, Albert N.",7006804866
ZENICHI,,SHISHIDO,"Shishido, Zenichi",7801695043
L,,SHIVAKUMAR,"Shivakumar, Lakshmanan",6602461206
LAKSHMANAN,,SHIVAKUMAR,"Shivakumar, Lakshmanan",6602461206
SHIVA,,SHIVAKUMAR,SHIVA SHIVAKUMAR,
ANIL,,SHIVDASAN,"Shivdasani, Anil",6601992007
ANIL,,SHIVDASANI,"Shivdasani, Anil",6601992007
SOPHIE,,SHIVE,"Shive, Sophie A.",36125606200
PHILIP,,SHIVELY,"Shively, Philip A.",6603381104
TOM,,SHIVELY,"Shively, Thomas S.",6603724032
MARC,,SHIVERS,MARC SHIVERS,
MASATO,,SHIZUME,"Shizume, Masato",36053764900
ANDRIY,,SHKILKO,"Shkilko, Andriy V.",24068146200
A,,SHLEIFER,"Shleifer, Andrei",7004575366
ANDREI,,SHLEIFER,"Shleifer, Andrei",7004575366
EUGENIA,,SHLIMOVICH,EUGENIA SHLIMOVICH,
ARTYOM,,SHNEYEROV,"Shneyerov, Artyom A.",6505934747
G,,SHOCKLEY,"Shockley, Gordon E.",14034428100
R,,SHOCKLEY,"Shockley, Richard L.",6701572837
RICHARD,,SHOCKLEY,"Shockley, Richard L.",6701572837
RICHARD,L,SHOCKLEY,"Shockley, Richard L.",6701572837
GARY,L,SHOESMITH,"Shoesmith, Gary L.",6603288077
MASAHIRO,,SHOJI,"Shoji, Masahiro",7201821506
DILIP,,SHOME,"Shome, Dilip K.",7004096742
DILIP,K,SHOME,"Shome, Dilip K.",7004096742
JOHN,,SHON,"Shon, John J.",26665058200
MIKE,,SHOR,"Schor, Michael",23470861200
STEPHEN,,SHORE,"Shore, Stephen H.",36195742600
D,,SHORES,"Shores, D.",57189168929
JOHN,,SHOVEN,"Shoven, John B.",6506516828
JOHN,B,SHOVEN,"Shoven, John B.",6506516828
JANET,,SHOWERS,JANET SHOWERS,
JEFFREY,,SHRADER,"Shrader, Jeffrey",56818836000
KESHAB,,SHRESTHA,"Shrestha, Keshab Man",7003998098
STEVE,,SHREVE,"Shreve, Steven E.",6701372714
STEVEN,,SHREVE,"Shreve, Steven E.",6701372714
DAVID,,SHRIDER,"Shrider, David G.",16069545700
RON,,SHRIEVES,"Shrieves, Ronald E.",6603463317
RONALD,E,SHRIEVES,"Shrieves, Ronald E.",6603463317
MILIND,,SHRIKHANDE,"Shrikhande, Milind M.",6603685629
MILIND,M,SHRIKHANDE,"Shrikhande, Milind M.",6603685629
MARK,,SHRODER,"Schroder, Mark",7203021207
PERVIN,,SHROFF,"Shroff, Pervin K.",6701810436
PERVIN,K,SHROFF,"Shroff, Pervin K.",6701810436
SUSAN,,SHU,"Shu, Susan Z.",8697034100
TAO,,SHU,"Shu, Tao",36747083000
MARTIN,,SHUBIK,"Shubik, Martin",6603784898
KELLY,,SHUE,"Shue, Kelly",6603487394
RAVI,,SHUKLA,"Shukla, Ravi K.",25028920900
REED,,SHULDINER,REED SHULDINER,
BERNARD,,SHULL,"Shull, Bernard",7003537655
BERNIE,,SHULL,"Shull, Bernard",7003537655
CLEMENT,,SHUM,"Shum, Clement",24462608500
MATT,,SHUM,"Shum, Matthew",6701814945
MATTHEW,,SHUM,"Shum, Matthew",6701814945
PAULINE,,SHUM,"Pauline Shum, Pauline",7006219544
PAULINE,M,SHUM,"Pauline Shum, Pauline",7006219544
ROBERT,,SHUMWAY,ROBERT SHUMWAY,
T,,SHUMWAY,"Shumway, Tyler",6602443695
TYLER,,SHUMWAY,"Shumway, Tyler",6602443695
ITZIK,,SHURKI,"Shurki, Itzik",11840293800
OZ,,SHY,"Shy, Oz",56004850500
LAKSHMI,,SHYAM-SUNDER,"Shyam-Sunder, Lakshmi",36827163000
CLEMENS,,SIALM,"Sialm, Clemens",56173436700
AMMAR,,SIAMWALLA,"Siamwalla, Ammar",6603245007
PATRICIA,,SIAS,"M.SIAS, PATRICIA",6602952812
RICHARD,,SIAS,"Sias, Richard W.",6602521822
RICHARD,W,SIAS,"Sias, Richard W.",6602521822
RICK,,SIAS,"Sias, Richard W.",6602521822
ANNE,,SIBERT,"Sibert, Anne C.",7005399201
VALERIY,,SIBILKOV,"Sibilkov, Valeriy",35325774100
DAN,,SICHEL,"Sichel, Daniel E.",6602571326
NEIL,,SICHERMAN,"Sicherman, Neil W.",6602634187
G,,SICK,"Sick, Gordon A.",16431680400
GORDON,,SICK,"Sick, Gordon A.",16431680400
ROBIN,,SICKLES,"Sickles, Robin C.",6701729750
ROBIN,C,SICKLES,"Sickles, Robin C.",6701729750
PAOLO,,SICONOLFI,"Siconolfi, Paolo",6603498535
PIERRE,,SICSIC,"Sicsic, Pierre",7801596949
AKHTAR,,SIDDIQUE,"Siddique, Akhtar R.",7007102563
AKHTAR,R,SIDDIQUE,"Siddique, Akhtar R.",7007102563
BALJIT,,SIDHU,"Sidhu, Baljit K.",25029350100
JUERGEN,,SIEBEL,JUERGEN SIEBEL,
ANDREW,,SIEGEL,"Siegel, Andrew F.",7201933135
ANDREW,F,SIEGEL,"Siegel, Andrew F.",7201933135
ANDY,,SIEGEL,"Siegel, Andrew F.",7201933135
DANIEL,,SIEGEL,"Siegel, Daniel R.",24380430700
DON,,SIEGEL,"Siegel, Donald S.",7202706325
DONALD,,SIEGEL,"Siegel, Donald S.",7202706325
FREDERICK,,SIEGEL,"Siegel, Frederick W.",7007132444
JACK,,SIEGEL,JACK SIEGEL,
JEREMY,,SIEGEL,"Siegel, Jeremy J.",7403198627
JORDAN,,SIEGEL,"Siegel, Jordan I.",7403199031
JORDAN,I,SIEGEL,"Siegel, Jordan I.",7403199031
RICHARD,,SIEGEL,RICHARD SIEGEL,
STEFAN,,SIEGEL,"Siegel, Stephan",16305430100
STEPHAN,,SIEGEL,"Siegel, Stephan",16305430100
MARK,V,SIEGLER,"Siegler, Mark V.",7101611153
CHARLES,,SIEGMAN,"Siegman, Charles J.",57217024206
MATHIAS,,SIEMS,"Siems, Mathias M.",15060704200
THOMAS,F,SIEMS,"Siems, Thomas F.",6603049294
GREG,,SIERRA,"Sierra, Gregory E.",55020621800
JAIME,,SIERRA,"Sierra González, Jaime Humberto",57203766906
FIONA,,SIGALLA,"Sigalla, Fiona D.",7801420558
NICOLAJ,,SIGGELKOW,"Siggelkow, Nicolaj",6602903062
NICOLAJ,,SIGGLEKOW,"Siggelkow, Nicolaj",6602903062
FEDERICO,,SIGNORETTI,"Signoretti, Federico Maria",36350346600
FEDERICO,M,SIGNORETTI,"Signoretti, Federico Maria",36350346600
LF,,SIGNORINI,"Signorini, Luigi Federico",7003472138
LUIGI,FEDERICO,SIGNORINI,"Signorini, Luigi Federico",7003472138
GUSTAV,,SIGURDSSON,"Sigurdsson, Gustav",57200317743
KARI,,SIGURDSSON,"Sigurdsson, Kari",37003095800
HRVOJE,,SIKIC,"Šikić, Hrvoje",6603140284
PIERRE,,SIKLOS,"Siklos, Pierre L.",7005627079
PIERRE,L,SIKLOS,"Siklos, Pierre L.",7005627079
BILL,,SILBER,"Silber, William L.",56466402100
SIMAO,,SILBER,"Silber, Simão Davi",55824357000
WILLIAM,,SILBER,"Silber, William L.",56466402100
WILLIAM,L,SILBER,"Silber, William L.",56466402100
DIANE,,SILIKOWSKI,DIANE SILIKOWSKI,
KEITH,,SILL,"Sill, Keith",6602125156
PEDRO,,SILOS,"Silos, Pedro",16680457400
ANA,CRISTINA,SILVA,"Silva, Ana Cristina",7403222125
ANDERSON,,SILVA,ANDERSON SILVA,
JOEL,,SILVA,JOEL SILVA,
LUIS,CORREIA DA,SILVA,"Correia Da Silva, Luis",6507751828
SIMONE,,SILVA,"Silva, Simone Juhasz",52664210900
DINO,,SILVERI,"Silveri, Sabatino (Dino)",55194760800
SABATINO,,SILVERI,"Silveri, Sabatino (Dino)",55194760800
DOROTHY,,SILVERS,DOROTHY SILVERS,
ILHYOCK,,SIM,"Shim, Ilhyock",23020060300
JAE,,SIM,"Sim, Jae W.",55241057600
YUSIF,,SIMAAN,"Simaan, Yusif E.",6507269085
DUNCAN,,SIMESTER,"Simester, Duncan I.",35611739400
KEREN,,SIMHONY,KEREN SIMHONY,
TIM,,SIMIN,"Simin, Timothy T.",8444271300
TIMOTHY,,SIMIN,"Simin, Timothy T.",8444271300
TIMOTHY,T,SIMIN,"Simin, Timothy T.",8444271300
LINUS,,SIMING,"Siming, Linus",36683165700
BETTY,,SIMKINS,"Simkins, Betty Jo",6603278677
BETTY,J,SIMKINS,"Simkins, Betty Jo",6603278677
PAUL,,SIMKO,"Simko, Paul J.",6701406755
GEORGE,,SIMLER,GEORGE SIMLER,
PETER,,SIMMONS,"Simmons, Peter J.",9746357300
ANDRAS,,SIMON,"Kálecz-Simon, András",55197268300
CAROL,,SIMON,CAROL SIMON,
DAVID,,SIMON,"Simon, David P.",7402652688
DAVID,P,SIMON,"Simon, David P.",7402652688
JOHN,,SIMON,"Simon, John",7403955948
JEAN-GUY,,SIMONATO,"Simonato, Jean Guy",6701623064
RICHARD,,SIMONDS,"Simonds, Richard R.",57189984968
SAVERIO,,SIMONELLI,"Simonelli, Saverio",23494201100
JEFF,,SIMONOFF,"Simonoff, Jeffrey S.",6603841077
JEFFREY,S,SIMONOFF,"Simonoff, Jeffrey S.",6603841077
ANDREI,,SIMONOV,"Simonov, Andrei",56582744700
MARIO,HENRIQUE,SIMONSEN,"Simonsen, Mario Henrique",7005988358
OLE,,SIMONSEN,OLE SIMONSEN,
KAREN,,SIMONYAN,"Simonyan, Karen",34877616500
RICHARD,,SIMPER,"Simper, Richard",6602213714
BILL,,SIMPSON,WILLIAM SIMPSON,
WILLIAM,,SIMPSON,WILLIAM SIMPSON,
C,,SIMS,"Sims, Christopher A.",7102637898
CHRIS,,SIMS,"Sims, Christopher A.",7102637898
CHRISTOPHER,,SIMS,"Sims, Christopher A.",7102637898
CHRISTOPHER,A,SIMS,"Sims, Christopher A.",7102637898
DAVID,,SIMS,DAVID SIMS,
EMILY,,SIMS,"Sims, Emily",56946965900
ALP,,SIMSEK,"Simsek, Alp",16022871800
MIKHAIL,,SIMUTIN,"Simutin, Mikhail",36646779900
C,Y,SIN,"Sin, Chor Yiu",7003505871
CHOR-YIU,,SIN,"Sin, Chor Yiu",7003505871
SAMANTHA,,SIN,"Sin, Samantha",21234483500
TODD,,SINAI,"Sinai, Todd",6603486284
TODD,M,SINAI,"Sinai, Todd",6603486284
P,,SINCLAIR,"Sinclair, Peter J.N.",7102305056
PETER,,SINCLAIR,"Sinclair, Peter J.N.",7102305056
TARA,,SINCLAIR,"Sinclair, Tara M.",26428471900
TARA,M,SINCLAIR,"Sinclair, Tara M.",26428471900
VIJAY,,SINGAL,"Singal, Vijay",6602186840
HAL,,SINGER,"Singer, Hal J.",7202701643
MIROSLAV,,SINGER,"Singer, Miroslav",7401654669
RON,,SINGER,"Singer, Ronald F.",24296983300
TANIA,,SINGER,"Singer, Tania",7102867452
AJAI,,SINGH,"Singh, Ajai K.",55726476700
AJAI,K,SINGH,"Singh, Ajai K.",55726476700
GURBACHAN,,SINGH,"Singh, Gurbachan",57209871342
HARBIR,,SINGH,"Singh, Harbir",55452702900
MANMOHAN,,SINGH,MANMOHAN SINGH,
MANOHAR,,SINGH,"Singh, Manohar",55457676900
RAJ,,SINGH,"Singh, Rajdeep",23398706600
RAJDEEP,,SINGH,"Singh, Rajdeep",23398706600
RAVI,,SINGH,"Singh, Ravi",55728367600
ANUJA,R,SINGHA,"Singha, Anuja R.",6701635573
RAJEEV,,SINGHAL,"Singhal, Rajeev",16246306300
CLAY,,SINGLETON,"Singleton, John",7102485636
KEN,,SINGLETON,"Singleton, Kenneth J.",7004241060
KENNETH,,SINGLETON,"Singleton, Kenneth J.",7004241060
KENNETH,J,SINGLETON,"Singleton, Kenneth J.",7004241060
KENNTH,J,SINGLETON,"Singleton, Kenneth J.",7004241060
ATANU,,SINHA,"Sinha, Atanu R.",57213924984
MEENAKSHI,,SINHA,"Sinha, Meenakshi",52864572100
RAJEEVA,,SINHA,"Sinha, Rajeeva",7402857331
ERIK,,SINI,ERIK SINI,
MARCIANO,,SINISCALCHI,"Siniscalchi, Marciano M.",6602561675
JOE,,SINKEY,"Sinkey, Joseph F.",6701428165
JOSEPH,,SINKEY,"Sinkey, Joseph F.",6701428165
JOSEPH,F,SINKEY,"Sinkey, Joseph F.",6701428165
JOSEPH,F,SINKEY JR,"Sinkey, Joseph F.",6701428165
GILLIAN,,SINNOTT,GILLIAN SINNOTT,
JEANNE,,SINQUEFIELD,"Sinquefield, Jeanne Cairns",55289931100
REX,,SINQUEFIELD,"Sinquefield, Rex A.",6507956245
VASILIOS,,SIOKIS,VASILIOS SIOKIS,
VASSILIOS,,SIOKIS,VASILIOS SIOKIS,
GEORGES,,SIOTIS,"Siotis, Georges",56983137600
SCOTT,,SIPPRELLE,SCOTT SIPPRELLE,
ISMAIL,,SIRAGELDIN,"Sirageldin, Ismail A.",6603805481
C,F,SIRMANS,"Sirmans, C. F.",7004354026
A,,SIRONI,"Sironi, Andrea",57193911825
AGNESE,,SIRONI,"Sironi, Agnese",24784561000
ANDREA,,SIRONI,"Sironi, Andrea",57193911825
ERIC,,SIRRI,"Sirri, Erik R.",6506762084
ERIK,,SIRRI,"Sirri, Erik R.",6506762084
ERIK,R,SIRRI,"Sirri, Erik R.",6506762084
SOPHIE,,SIRTAINE,"Sirtaine, Sophie",8350524200
CAROLYN,,SISSOKO,"Sissoko, Carolyn",23010793400
EVA,,SIU,EVA SIU,
JUAN,,SIU,JUAN SIU,
JAGADEESH,,SIVADASAN,"Sivadasan, Jagadeesh",24340267100
RANJINI,,SIVAKUMAR,"Jha, Ranjini",26632210400
SANJEY,,SIVANESAN,SANJEY SIVANESAN,
K,,SIVARAMAKRISHNAN,"Sivaramakrishnan, Konduru",7004735150
SHIVA,,SIVARAMAKRISHNAN,SHIVA SIVARAMAKRISHNAN,
STEFANO,,SIVIERO,"Siviero, Stefano",23973404500
SANDRA,,SIZER,SANDRA SIZER,
BOO,,SJOO,"Sjöö, Boo",6603316040
TOMAS,,SJOSTROM,"Sjöström, Tomas",6602154937
TERRANCE,,SKANTZ,"Skantz, Terrance R.",6506351481
JURE,,SKARABOT,"Skarabot, Jure",6504417475
DAVID,,SKEEL,"Skeel, David A.",6603057017
DAVE,,SKEIE,"Skeie, David R.",24437312900
DAVID,,SKEIE,"Skeie, David R.",24437312900
DAVID,R,SKEIE,"Skeie, David R.",24437312900
COSTIS,,SKIADAS,"Skiadas, Costis",6701754118
G,,SKIADOPOULOS,"Skiadopoulos, George",9845763400
GEORGE,,SKIADOPOULOS,"Skiadopoulos, George",9845763400
K,,SKIADOS,K SKIADOS,
HILLA,,SKIBA,"Skiba, Hilla Maaria",35085534800
DAVE,,SKIDMORE,DAVE SKIDMORE,
GIL,,SKILLMAN,"Skillman, Gilbert L.",55460613000
DOUG,,SKINNER,"Skinner, Douglas J.",7201627929
DOUGLAS,J,SKINNER,"Skinner, Douglas J.",7201627929
FRANK,,SKINNER,"Skinner, Frank S.",7006616607
FRANK,S,SKINNER,"Skinner, Frank S.",7006616607
JON,,SKINNER,"Skinner, Jonathan S.",7401822050
JONATHAN,,SKINNER,"Skinner, Jonathan S.",7401822050
JOHANNES,A,SKJELTORP,"Skjeltorp, Johannes Atle",7801490159
TORBEN,M,SKODEBERG,"Skødeberg, Torben M.",15741763300
JIMMY,,SKOGLUND,"Skoglund, Jimmy",57105113100
JOACHIM,,SKOR,JOACHIM SKOR,
RICHARD,,SKORA,RICHARD SKORA,
GEORGE,,SKOULAKIS,"Skoulakis, Georgios",6506834386
GEORGIOS,,SKOULAKIS,"Skoulakis, Georgios",6506834386
DAVID,,SKOVMAND,"Skovmand, David",35180378100
ANDY,,SKRZYPACZ,"Skrzypacz, Andrzej",6508227011
MICHAEL,,SKULLY,"Skully, Michael T.",11541038800
MIKE,,SKULLY,"Skully, Michael T.",11541038800
JIRI,,SLACALEK,"Slačálek, Jiří",26768335000
JIRKA,,SLACALEK,"Slačálek, Jiří",26768335000
MATT,,SLAUGHTER,"Slaughter, Matthew J.",7006989788
MATTHEW,,SLAUGHTER,"Slaughter, Matthew J.",7006989788
CARLOS,,SLAWSON,"Slawson, V. Carlos",6602247691
JOHN,,SLEATH,JOHN SLEATH,
CHRISTOPHER,,SLEET,"Sleet, Christopher",6602653079
JOEL,,SLEMROD,"Slemrod, Joel B.",6701677208
DAN,,SLESNICK,DAN SLESNICK,
STEVE,,SLEZAK,"Slezak, Steve L.",7003858913
STEVE,L,SLEZAK,"Slezak, Steve L.",7003858913
BRIAN,,SLINGERLAND,BRIAN SLINGERLAND,
IRINA,,SLINKO,"Slinko, Irina",13905424900
AMY,,SLIPOWITZ,AMY SLIPOWITZ,
JOSHUA,,SLIVE,"Slive, Joshua",15766245500
RICHARD,,SLOAN,"Sloan, Richard G.",57210694682
RICHARD,G,SLOAN,"Sloan, Richard G.",57210694682
DAN,,SLOTTJE,"Slottje, Daniel J.",6603713077
MB,,SLOVIN,"Slovin, Myron B.",6602171915
MYRON,,SLOVIN,"Slovin, Myron B.",6602171915
MYRON,B,SLOVIN,"Slovin, Myron B.",6602171915
ARTHUR,,SMALL,"Small, Arthur A.",44261758800
DAVID,,SMALL,"Small, David H.",8424782700
JAMES,,SMALLENBERGER,JAMES SMALLENBERGER,
AARON,,SMALLWOOD,"Smallwood, Aaron D.",56209598300
AARON,D,SMALLWOOD,"Smallwood, Aaron D.",56209598300
S,,SMART,"Smart, Scott B.",7004416565
SCOTT,,SMART,"Smart, Scott B.",7004416565
SCOTT,B,SMART,"Smart, Scott B.",7004416565
ADAM,R,SMEDEMA,"Smedema, Adam R.",37006225300
JON,,SMEDSAAS,"Smedsaas, Jon",20436494400
F,,SMETS,"Smets, Frank Rafael",7003589517
FRANK,,SMETS,"Smets, Frank Rafael",7003589517
HILDE,,SMETS,"Smets, Hilde M.G.",6701462770
KENT,,SMETTERS,"Smetters, Kent A.",6602126151
SEYMOUR,,SMIDT,"Smidt, Seymour",24353487800
M,,SMIRLOCK,"Smirlock, Michael L.",24395306400
HAN,TJ,SMIT,"Smit, Han T.J.",7102781991
ABBIE,,SMITH,"Smith, Abbie J.",7406747867
ABBIE,J,SMITH,"Smith, Abbie J.",7406747867
BILL,,SMITH,"Smith, William T.",7406470124
BILL,T,SMITH,"Smith, William T.",7406470124
BRENT,,SMITH,"Smith, Brent C.",55476058200
BRIAN,,SMITH,"Smith, Brian Frederick",55476072100
BRIAN,F,SMITH,"Smith, Brian Frederick",55476072100
BRUCE,,SMITH,"Smith, Bruce D.",35494272100
BRUCE,D,SMITH,"Smith, Bruce D.",35494272100
CAMERON,,SMITH,CAMERON SMITH,
CLIFF,,SMITH,"Smith, Clifford W.",7501660328
CLIFFORD,,SMITH,"Smith, Clifford W.",7501660328
CLIFFORD,W,SMITH,"Smith, Clifford W.",7501660328
CONSTANCE,,SMITH,"Smith, Constance E.",7501650267
DANIEL,,SMITH,"Smith, Daniel R.",57193257610
DANIEL,R,SMITH,"Smith, Daniel R.",57193257610
DAVID,,SMITH,"Smith, David C.",57191273783
DAVID,C,SMITH,"Smith, David C.",57191273783
EILEEN,,SMITH,"Smith, Eileen C.",55479712400
ELDON,,SMITH,"Smith, Eldon D.",55479639100
GARY,,SMITH,GARY SMITH,
GEOFF,,SMITH,"Smith, Geoffrey Peter",56172193700
GORDEN,,SMITH,GORDON SMITH,
GORDON,,SMITH,GORDON SMITH,
GREGOR,,SMITH,"Smith, Gregor W.",7406738737
GREGOR,W,SMITH,"Smith, Gregor W.",7406738737
HERB,,SMITH,"Smith, Herb",57190059324
J,,SMITH,"Smith, Jeffrey W.",24384437700
JAMES,,SMITH,JAMES SMITH,
JANET,,SMITH,"Smith, Janet Kiholm",55227614800
JANET,KIHOLM,SMITH,"Smith, Janet Kiholm",55227614800
JASON,,SMITH,JASON SMITH,
JEFF,,SMITH,"Smith, Jeffrey W.",24384437700
JEFFERY,,SMITH,"Smith, Jeffrey W.",24384437700
JEFFREY,,SMITH,"Smith, Jeffrey W.",24384437700
JEFFREY,W,SMITH,"Smith, Jeffrey W.",24384437700
JIM,,SMITH,JAMES SMITH,
JULIE,K,SMITH,"Smith, Julie K.",8945206000
